min_x,min_y,min_z,max_x,max_y,max_z,center_x,center_y,center_z
-23.849000930786133,0.04399999976158142,-8.093999862670898,25.000999450683594,43.99100112915039,46.516998291015625,0.7569645047187805,22.092365264892578,19.19468116760254
